"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES"
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-16","5.59",",,W"," 0451",",,W","0.93",",,W",,,"57",",,W","33",",,W","  300",",,W","  130",",,W","16.1",",,W","33.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-17","4.92",",,W"," 1425",",,W","0.00","T,,W",,,"56",",,W","38",",,W","  290",",,W","  320",",,W","17.0",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-18","4.70",",,W"," 1433",",,W","0.00",",,W",,,"50",",,W","32",",,W","  300",",,W","  310",",,W","13.0",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-19","3.13",",,W"," 1633",",,W","0.00",",,W",,,"54",",,W","29",",,W","  160",",,W","  170",",,W","10.1",",,W","16.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-20","4.25",",,W"," 0125",",,W","0.00",",,W",,,"67",",,W","45",",,W","  290",",,W","  190",",,W","10.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-21","2.01",",,W"," 1501",",,W","0.02",",,W",,,"70",",,W","47",",,W","  220",",,W","  220",",,W","10.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-22","6.04",",,W"," 2235",",,W","0.62",",,W",,,"56",",,W","46",",,W","   50",",,W","   50",",,W","13.0",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-23","5.82",",,W"," 1315",",,W","0.14",",,W",,,"46",",,W","43",",,W","   40",",,W","  220",",,W","12.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-24","8.05",",,W"," 2151",",,W","0.05",",,W",,,"72",",,W","45",",,W","  240",",,W","  220",",,W","17.0",",,W","35.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-25","9.62",",,W"," 1052",",,W","0.00",",,W",,,"53",",,W","41",",,W","  280",",,W","  290",",,W","21.0",",,W","34.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-26","5.59",",,W"," 1011",",,W","0.00",",,W",,,"49",",,W","29",",,W","  290",",,W","  320",",,W","17.0",",,W","25.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-27","2.01",",,W"," 1600",",,W","0.00",",,W",,,"51",",,W","24",",,W","  280",",,W","  290",",,W","13.0",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-28","2.68",",,W"," 1529",",,W","0.00",",,W",,,"68",",,W","30",",,W","  200",",,W","  230",",,W","8.9",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-02-29","4.70",",,W"," 1245",",,W","0.00",",,W",,,"72",",,W","46",",,W","  280",",,W","  290",",,W","16.1",",,W","25.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-01","3.80",",,W"," 1224",",,W","0.00",",,W",,,"73",",,W","40",",,W","  170",",,W","  160",",,W","13.0",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-02","8.72",",,W"," 1309",",,W","0.14",",,W",,,"64",",,W","35",",,W","  290",",,W","  340",",,W","21.0",",,W","30.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-03","4.47",",,W"," 1540",",,W","0.04",",,W",,,"49",",,W","28",",,W","  120",",,W","  210",",,W","13.0",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-04","5.37",",,W"," 1120",",,W","0.02",",,W",,,"55",",,W","36",",,W","  330",",,W","  330",",,W","16.1",",,W","25.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-05","2.46",",,W"," 1610",",,W","0.00","T,,W",,,"55",",,W","31",",,W","  260",",,W","  160",",,W","8.9",",,W","14.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-06","2.46",",,W"," 1042",",,W","0.00",",,W",,,"56",",,W","38",",,W","   40",",,W","   40",",,W","15.0",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-07","2.46",",,W"," 1325",",,W","0.00",",,W",,,"68",",,W","35",",,W","  210",",,W","  170",",,W","8.9",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-08","2.46",",,W"," 0959",",,W","0.00",",,W",,,"78",",,W","47",",,W","  270",",,W","  290",",,W","13.0",",,W","23.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-09","2.68",",,W"," 0941",",,W","0.00",",,W",,,"78",",,W","51",",,W","  240",",,W","  240",",,W","12.1",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-10","3.58",",,W"," 1239",",,W","0.00",",,W",,,"80",",,W","57",",,W","  220",",,W","  220",",,W","12.1",",,W","23.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-11","4.47",",,W"," 0121",",,W","0.00",",,W",,,"81",",,W","64",",,W","  290",",,W","  210",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-12","2.91",",,W"," 0241",",,W","0.00",",,W",,,"77",",,W","60",",,W","  110",",,W","   90",",,W","10.1",",,W","15.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-13","1.79",",,W"," 2015",",,W","1.32",",,W",,,"75",",,W","60",",,W","  290",",,W","  310",",,W","23.0",",,W","33.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-14","2.91",",,W"," 1901",",,W","1.14",",,W",,,"79",",,W","61",",,W","  310",",,W","  280",",,W","15.0",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-15","2.91",",,W"," 0043",",,W","0.00",",,W",,,"78",",,W","51",",,W","  300",",,W","  320",",,W","15.0",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-16","3.80",",,W"," 1540",",,W","0.00",",,W",,,"86",",,W","53",",,W","  290",",,W","  290",",,W","14.1",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-17","4.47",",,W"," 1500",",,W","0.00",",,W",,,"77",",,W","51",",,W","  270",",,W","  230",",,W","12.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-18","2.24",",,W"," 1235",",,W","0.00",",,W",,,"72",",,W","49",",,W","  280",",,W","  220",",,W","13.0",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-19","5.82",",,W"," 1734",",,W","0.03",",,W",,,"58",",,W","43",",,W","   50",",,W","   20",",,W","16.1",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-20","6.04",",,W"," 0456",",,W","0.03",",,W",,,"43",",,W","39",",,W","   30",",,W","   30",",,W","13.0",",,W","19.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-21","6.71",",,W"," 0918",",,W","0.00",",,W",,,"56",",,W","37",",,W","  280",",,W","  320",",,W","18.1",",,W","28.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-22","2.91",",,W"," 1252",",,W","0.00",",,W",,,"66",",,W","32",",,W","  220",",,W","  190",",,W","10.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-23","4.70",",,W"," 1500",",,W","0.00",",,W",,,"77",",,W","48",",,W","  210",",,W","  270",",,W","12.1",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-24","5.37",",,W"," 1107",",,W","0.00",",,W",,,"78",",,W","51",",,W","  160",",,W","  240",",,W","13.0",",,W","25.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-25","3.80",",,W"," 0921",",,W","0.09",",,W",,,"76",",,W","62",",,W","  210",",,W","  260",",,W","12.1",",,W","32.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-26","6.26",",,W"," 0821",",,W","0.00","T,,W",,,"64",",,W","56",",,W","   50",",,W","   40",",,W","17.0",",,W","21.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-27","4.70",",,W"," 0831",",,W","1.69",",,W",,,"59",",,W","54",",,W","   40",",,W","  120",",,W","8.9",",,W","12.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-28","6.49",",,W"," 1506",",,W","0.07",",,W",,,"74",",,W","54",",,W","  300",",,W","  290",",,W","21.0",",,W","32.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-29","3.80",",,W"," 1147",",,W","0.00",",,W",,,"66",",,W","40",",,W","  310",",,W","  320",",,W","14.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-30","4.25",",,W"," 1311",",,W","0.00",",,W",,,"69",",,W","42",",,W","  100",",,W","  110",",,W","12.1",",,W","19.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-03-31","3.80",",,W"," 1104",",,W","0.73",",,W",,,"76",",,W","51",",,W","  150",",,W","  210",",,W","13.0",",,W","23.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-01","4.25",",,W"," 1241",",,W","0.02",",,W",,,"76",",,W","67",",,W","  240",",,W","  250",",,W","13.0",",,W","23.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-02","5.82",",,W"," 1628",",,W","0.55",",,W",,,"71",",,W","56",",,W","  270",",,W","  270",",,W","19.9",",,W","31.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-03","6.49",",,W"," 0402",",,W","0.00",",,W",,,"62",",,W","42",",,W","  290",",,W","  310",",,W","19.9",",,W","28.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-04","3.58",",,W"," 1540",",,W","0.00",",,W",,,"77",",,W","44",",,W","  220",",,W","  210",",,W","14.1",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-05","7.16",",,W"," 0456",",,W","0.00",",,W",,,"61",",,W","35",",,W","  310",",,W","   20",",,W","16.1",",,W","27.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-06","3.13",",,W"," 1414",",,W","0.00",",,W",,,"62",",,W","29",",,W","  170",",,W","  190",",,W","10.1",",,W","18.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-07","6.71",",,W"," 1203",",,W","0.18",",,W",,,"69",",,W","53",",,W","  280",",,W","  280",",,W","18.1",",,W","29.1",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-08","5.37",",,W"," 1312",",,W","0.00",",,W",,,"63",",,W","40",",,W","  290",",,W","  280",",,W","17.0",",,W","23.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-09","10.74",",,W"," 1229",",,W","0.00","T,,W",,,"51",",,W","37",",,W","  290",",,W","  320",",,W","25.9",",,W","45.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-10","3.80",",,W"," 0916",",,W","0.00",",,W",,,"60",",,W","29",",,W","   50",",,W","   50",",,W","12.1",",,W","17.0",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-11","3.13",",,W"," 2148",",,W","0.00",",,W",,,"75",",,W","47",",,W","  170",",,W","  190",",,W","12.1",",,W","21.9",",,W",,,,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2016-04-12","2.91",",,W"," 2200",",,W","0.60",",,W",,,"66",",,W","54",",,W","   30",",,W","   20",",,W","16.1",",,W","23.0",",,W",,,,
