"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-11","3.80",",,W"," 2235",",,W","0.14",",,W",,,"66",",,W","42",",,W","  120",",,W","  100",",,W","12.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-12","4.25",",,W"," 2015",",,W","0.48",",,W",,,"71",",,W","56",",,W","  270",",,W","  280",",,W","19.9",",,W","27.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-13","8.50",",,W"," 1223",",,W","0.00","T,,W",,,"56",",,W","28",",,W","  280",",,W","  300",",,W","16.1",",,W","27.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-14","6.71",",,W"," 0936",",,W","0.00",",,W",,,"33",",,W","22",",,W","   50",",,W","   40",",,W","16.1",",,W","23.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-15","2.91",",,W"," 1105",",,W","0.00",",,W",,,"40",",,W","16",",,W","   40",",,W","  320",",,W","10.1",",,W","13.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-16","0.89",",,W"," 1328",",,W","0.00",",,W",,,"47",",,W","19",",,W","  280",",,W","  300",",,W","6.9",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-17","5.82",",,W"," 1737",",,W","0.71",",,W",,,"37",",,W","22",",,W","  300",",,W","   10",",,W","15.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-18","6.04",",,W"," 1403",",,W","0.00",",,W",,,"37",",,W","13",",,W","  290",",,W","  270",",,W","15.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-19","2.46",",,W"," 1250",",,W","0.00",",,W",,,"53",",,W","21",",,W","  290",",,W","  290",",,W","10.1",",,W","14.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-20","2.46",",,W"," 1222",",,W","0.00",",,W",,,"57",",,W","27",",,W","  290",",,W","  290",",,W","10.1",",,W","15.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-21","2.24",",,W"," 1353",",,W","0.00",",,W",,,"67",",,W","34",",,W","  290",",,W","  270",",,W","8.1",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-22","1.34",",,W"," 1307",",,W","0.00",",,W",,,"62",",,W","38",",,W","  170",",,W","  190",",,W","8.1",",,W","14.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-23","7.38",",,W"," 1215",",,W","0.76",",,W",,,"70",",,W","46",",,W","  230",",,W","  220",",,W","17.0",",,W","32.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-24","4.47",",,W"," 1952",",,W","0.00",",,W",,,"53",",,W","32",",,W","  310",",,W","  330",",,W","16.1",",,W","23.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-25","2.68",",,W"," 1010",",,W","0.00",",,W",,,"50",",,W","25",",,W","  290",",,W","  240",",,W","14.1",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-26","1.12",",,W"," 1442",",,W","0.00",",,W",,,"56",",,W","27",",,W","  160",",,W","  180",",,W","8.1",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-27","2.24",",,W"," 1522",",,W","0.01",",,W",,,"65",",,W","32",",,W","  150",",,W","  120",",,W","12.1",",,W","19.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-28","2.24",",,W"," 1916",",,W","1.20",",,W",,,"59",",,W","52",",,W","   50",",,W","  310",",,W","8.9",",,W","13.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-29","6.71",",,W"," 1532",",,W","0.37",",,W",,,"53",",,W","32",",,W","  340",",,W","  330",",,W","15.0",",,W","28.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-30","8.72",",,W"," 1104",",,W","0.03",",,W",,,"40",",,W","26",",,W","  290",",,W","  270",",,W","21.0",",,W","33.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-01-31","1.34",",,W"," 1240",",,W","0.00",",,W",,,"47",",,W","18",",,W","  170",",,W","  230",",,W","8.1",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-01","3.80",",,W"," 1039",",,W","0.00",",,W",,,"59",",,W","30",",,W","  220",",,W","  220",",,W","12.1",",,W","33.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-02","8.05",",,W"," 1417",",,W","0.14",",,W",,,"56",",,W","24",",,W","  280",",,W","  280",",,W","21.0",",,W","32.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-03","2.46",",,W"," 1318",",,W","0.00",",,W",,,"40",",,W","19",",,W","  150",",,W","  100",",,W","8.9",",,W","13.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-04","3.58",",,W"," 1423",",,W","0.72",",,W",,,"55",",,W","34",",,W","  290",",,W","  180",",,W","15.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-05","3.58",",,W"," 0948",",,W","0.00",",,W",,,"48",",,W","28",",,W","  310",",,W","  330",",,W","15.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-06","2.24",",,W"," 1300",",,W","0.00",",,W",,,"59",",,W","28",",,W","  240",",,W","  280",",,W","8.9",",,W","13.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-07","4.25",",,W"," 1510",",,W","0.21",",,W",,,"63",",,W","45",",,W","  320",",,W","  170",",,W","13.0",",,W","25.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-08","4.92",",,W"," 0335",",,W","0.00",",,W",,,"50",",,W","32",",,W","  330",",,W","  340",",,W","14.1",",,W","23.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-09","1.34",",,W"," 1445",",,W","0.00",",,W",,,"57",",,W","28",",,W","  120",",,W","  140",",,W","8.9",",,W","16.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-10","0.89",",,W"," 1106",",,W","0.09",",,W",,,"63",",,W","41",",,W","  270",",,W","  280",",,W","6.9",",,W","8.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-11","4.47",",,W"," 1012",",,W","0.01",",,W",,,"72",",,W","63",",,W","  200",",,W","   90",",,W","10.1",",,W","25.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-12","5.59",",,W"," 1747",",,W","0.03",",,W",,,"65",",,W","43",",,W","   50",",,W","   40",",,W","17.0",",,W","23.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-13","6.71",",,W"," 0634",",,W","0.00","T,,W",,,"44",",,W","39",",,W","   30",",,W","   30",",,W","16.1",",,W","19.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-14","1.12",",,W"," 1458",",,W","0.00",",,W",,,"59",",,W","35",",,W","  270",",,W","  210",",,W","10.1",",,W","19.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-15","4.25",",,W"," 2318",",,W","0.00","T,,W",,,"75",",,W","54",",,W","  230",",,W","  220",",,W","10.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-16","6.49",",,W"," 1513",",,W","0.05",",,W",,,"81",",,W","56",",,W","  320",",,W","  330",",,W","17.0",",,W","27.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-17","5.14",",,W"," 0655",",,W","0.01",",,W",,,"56",",,W","41",",,W","   60",",,W","   60",",,W","16.1",",,W","21.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-18","4.03",",,W"," 0922",",,W","0.00",",,W",,,"61",",,W","38",",,W","   60",",,W","  330",",,W","10.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-19","2.01",",,W"," 0105",",,W","0.21",",,W",,,"50",",,W","42",",,W","   80",",,W","  110",",,W","8.1",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-20","0.67",",,W"," 1348",",,W","0.00",",,W",,,"74",",,W","50",",,W","  150",",,W","  190",",,W","6.9",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-21","2.24",",,W"," 1049",",,W","0.00",",,W",,,"77",",,W","61",",,W","  190",",,W","  220",",,W","8.9",",,W","16.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-22","2.24",",,W"," 0913",",,W","0.00",",,W",,,"77",",,W","60",",,W","  220",",,W","  220",",,W","8.9",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-23","3.58",",,W"," 0448",",,W","0.00",",,W",,,"68",",,W","52",",,W","   40",",,W","   50",",,W","13.0",",,W","16.1",",,W","    1",",,W"
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-24","2.24",",,W"," 1504",",,W","0.00",",,W",,,"78",",,W","52",",,W","  190",",,W","  250",",,W","8.9",",,W","16.1",",,W","    1",",,W"
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-25","3.36",",,W"," 1101",",,W","0.01",",,W",,,"72",",,W","61",",,W","  280",",,W","  280",",,W","15.0",",,W","23.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-26","3.13",",,W"," 1619",",,W","0.19",",,W",,,"63",",,W","40",",,W","  320",",,W","  330",",,W","17.0",",,W","29.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-27","2.91",",,W"," 1140",",,W","0.00",",,W",,,"61",",,W","35",",,W","   40",",,W","   40",",,W","12.1",",,W","18.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-02-28","0.89",",,W"," 1456",",,W","0.05",",,W",,,"58",",,W","39",",,W","  190",",,W","  180",",,W","6.0",",,W","10.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-01","2.24",",,W"," 2358",",,W","0.65",",,W",,,"56",",,W","50",",,W","  270",",,W","  280",",,W","13.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-02","15.21",",,W"," 0901",",,W","0.00",",,W",,,"56",",,W","41",",,W","  300",",,W","  290",",,W","29.1",",,W","46.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-03","11.41",",,W"," 1106",",,W","0.00",",,W",,,"58",",,W","35",",,W","  300",",,W","  340",",,W","23.0",",,W","38.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-04","5.37",",,W"," 1303",",,W","0.00",",,W",,,"57",",,W","33",",,W","  340",",,W","   40",",,W","16.1",",,W","25.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-05","2.68",",,W"," 0900",",,W","0.00",",,W",,,"56",",,W","30",",,W","  290",",,W","   40",",,W","10.1",",,W","16.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-06","3.13",",,W"," 2346",",,W","0.43",",,W",,,"42",",,W","33",",,W","   60",",,W","  320",",,W","8.9",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-07","6.49",",,W"," 1537",",,W","0.00","T,,W",,,"53",",,W","31",",,W","  300",",,W","  290",",,W","18.1",",,W","28.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-08","6.49",",,W"," 2034",",,W","0.00",",,W",,,"47",",,W","28",",,W","  290",",,W","  280",",,W","15.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-09","4.25",",,W"," 1234",",,W","0.00",",,W",,,"52",",,W","26",",,W","  280",",,W","  280",",,W","17.0",",,W","25.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-10","0.89",",,W"," 1031",",,W","0.00","T,,W",,,"54",",,W","39",",,W","   80",",,W","  120",",,W","6.9",",,W","12.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-11","7.16",",,W"," 1007",",,W","0.14",",,W",,,"48",",,W","39",",,W","   50",",,W","   40",",,W","14.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-12","7.83",",,W"," 1616",",,W","0.54",",,W",,,"39",",,W","33",",,W","  320",",,W","  330",",,W","13.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-13","7.83",",,W"," 0943",",,W","0.00",",,W",,,"48",",,W","31",",,W","  310",",,W","  300",",,W","19.9",",,W","30.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-14","8.28",",,W"," 1340",",,W","0.00",",,W",,,"44",",,W","29",",,W","  290",",,W","  270",",,W","21.0",",,W","33.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-15","4.92",",,W"," 1756",",,W","0.00",",,W",,,"67",",,W","24",",,W","  280",",,W","  290",",,W","25.9",",,W","36.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-16","4.47",",,W"," 1116",",,W","0.00",",,W",,,"68",",,W","38",",,W","  300",",,W","  300",",,W","21.0",",,W","29.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-17","2.46",",,W"," 2303",",,W","0.19",",,W",,,"70",",,W","32",",,W","  320",",,W","  320",",,W","15.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-18","4.47",",,W"," 0512",",,W","0.00","T,,W",,,"62",",,W","41",",,W","   10",",,W","   20",",,W","14.1",",,W","19.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-19","2.24",",,W"," 1239",",,W","0.01",",,W",,,"65",",,W","44",",,W","  110",",,W","  120",",,W","12.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-20","7.16",",,W"," 1914",",,W","1.15",",,W",,,"57",",,W","37",",,W","   40",",,W","   50",",,W","17.0",",,W","23.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-21","6.26",",,W"," 1851",",,W","0.02",",,W",,,"43",",,W","33",",,W","  280",",,W","  280",",,W","17.0",",,W","25.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-22","7.83",",,W"," 0910",",,W","0.00",",,W",,,"53",",,W","35",",,W","  320",",,W","  290",",,W","18.1",",,W","25.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-23","6.04",",,W"," 1433",",,W","0.00",",,W",,,"56",",,W","30",",,W","  290",",,W","  250",",,W","16.1",",,W","23.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-24","2.91",",,W"," 1343",",,W","0.51",",,W",,,"49",",,W","33",",,W","  300",",,W","  270",",,W","10.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-25","8.28",",,W"," 2159",",,W","0.27",",,W",,,"54",",,W","34",",,W","   50",",,W","   40",",,W","18.1",",,W","27.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-26","7.61",",,W"," 0033",",,W","0.00",",,W",,,"54",",,W","33",",,W","   50",",,W","   40",",,W","16.1",",,W","21.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-27","3.58",",,W"," 0135",",,W","0.00","T,,W",,,"50",",,W","37",",,W","   70",",,W","   80",",,W","8.9",",,W","14.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-28","3.58",",,W"," 1216",",,W","0.00",",,W",,,"76",",,W","44",",,W","  270",",,W","  290",",,W","13.0",",,W","25.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-29","4.70",",,W"," 1453",",,W","0.00",",,W",,,"80",",,W","56",",,W","  160",",,W","  220",",,W","13.0",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-30","6.93",",,W"," 1752",",,W","0.01",",,W",,,"72",",,W","49",",,W","  270",",,W","  300",",,W","16.1",",,W","23.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-03-31","4.70",",,W"," 1557",",,W","0.00",",,W",,,"65",",,W","41",",,W","  120",",,W","  110",",,W","12.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-01","2.01",",,W"," 1254",",,W","0.00",",,W",,,"76",",,W","43",",,W","  280",",,W","  270",",,W","12.1",",,W","18.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-02","6.04",",,W"," 2041",",,W","0.00",",,W",,,"81",",,W","52",",,W","   60",",,W","   50",",,W","16.1",",,W","21.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-03","3.58",",,W"," 1053",",,W","0.00",",,W",,,"75",",,W","47",",,W","   50",",,W","  270",",,W","10.1",",,W","23.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-04","7.38",",,W"," 1325",",,W","0.00",",,W",,,"77",",,W","46",",,W","  300",",,W","  280",",,W","21.9",",,W","33.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-05","2.91",",,W"," 1604",",,W","0.00",",,W",,,"60",",,W","33",",,W","  270",",,W","  300",",,W","13.0",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-06","2.46",",,W"," 1148",",,W","0.00","T,,W",,,"72",",,W","40",",,W","  220",",,W","  210",",,W","12.1",",,W","21.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-07","5.59",",,W"," 1312",",,W","0.99",",,W",,,"60",",,W","34",",,W","   30",",,W","   30",",,W","17.0",",,W","25.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-08","4.03",",,W"," 0854",",,W","0.00","T,,W",,,"52",",,W","32",",,W","  300",",,W","   30",",,W","14.1",",,W","19.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-09","2.91",",,W"," 1304",",,W","0.00",",,W",,,"58",",,W","41",",,W","  110",",,W","  110",",,W","12.1",",,W","17.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-10","4.03",",,W"," 1222",",,W","0.00",",,W",,,"63",",,W","41",",,W","  350",",,W","  340",",,W","14.1",",,W","19.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-11","2.46",",,W"," 1345",",,W","0.00",",,W",,,"62",",,W","42",",,W","  290",",,W","  270",",,W","10.1",",,W","16.1",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-12","3.36",",,W"," 1552",",,W","0.00",",,W",,,"75",",,W","45",",,W","  170",",,W","  230",",,W","12.1",",,W","23.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-13","3.58",",,W"," 1430",",,W","0.00",",,W",,,"80",",,W","55",",,W","  180",",,W","  160",",,W","12.1",",,W","19.0",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-14","3.58",",,W"," 0817",",,W","0.00",",,W",,,"82",",,W","60",",,W","  240",",,W","  220",",,W","10.1",",,W","19.9",",,W",,
"USW00093785","CHAPEL HILL WILLIAMS AIRPORT, NC US","35.93333","-79.06417","156.1","2018-04-15","5.37",",,W"," 1342",",,W","1.18",",,W",,,"81",",,W","63",",,W","  130",",,W","  170",",,W","15.0",",,W","23.9",",,W",,
